Crop,Soil_pH,Organic_Matter_Percent,N_Content_mgkg,P_Content_mgkg,K_Content_mgkg,Rainfall_mm,Temperature_C,Yield_Tons_per_ha,Fertilizer_Recommendation
Wheat,6.47,3.16,120.2,42.1,203.3,630.2,17.3,4.6,No fertilizer needed
Wheat,6.35,2.95,93.5,51.4,160.7,724.2,18.0,4.23,No fertilizer needed
Rice,5.3,3.97,105.3,28.7,168.5,889.9,28.3,4.84,No fertilizer needed
Wheat,6.15,3.84,76.9,41.0,164.8,635.8,17.5,4.34,No fertilizer needed
Rice,5.95,3.3,118.0,23.5,238.1,803.0,26.2,5.14,No fertilizer needed
Rice,5.37,3.15,164.6,26.0,182.8,877.4,22.4,4.64,No fertilizer needed
Corn,6.59,2.97,111.5,49.6,249.8,766.7,21.0,6.2,No fertilizer needed
Corn,6.22,3.08,120.7,32.4,218.6,646.9,24.9,6.57,No fertilizer needed
Wheat,6.09,3.39,74.2,49.4,212.2,679.3,19.8,4.47,No fertilizer needed
Soybeans,7.08,3.57,63.5,43.8,199.8,549.6,19.8,3.16,No fertilizer needed
Wheat,6.73,3.99,74.5,27.0,228.3,647.8,15.4,4.59,No fertilizer needed
Corn,5.27,3.09,94.1,19.6,235.8,881.4,22.9,5.89,Need P fertilizer
Corn,6.2,2.29,126.1,61.9,161.5,716.9,22.5,6.45,No fertilizer needed
Corn,6.66,2.91,128.9,29.8,86.5,594.5,22.4,6.37,Need K fertilizer
Corn,5.43,1.43,115.9,32.9,118.3,706.9,21.2,6.11,No fertilizer needed
Wheat,6.3,3.92,127.1,38.3,227.3,809.6,21.2,4.53,No fertilizer needed
Soybeans,5.99,4.66,88.8,45.5,177.7,483.7,21.8,3.28,No fertilizer needed
Corn,6.63,2.15,150.3,58.3,153.1,699.5,23.1,6.11,No fertilizer needed
Rice,6.68,4.04,91.5,17.0,144.2,689.4,26.8,5.0,Need P fertilizer
Wheat,6.42,3.32,130.7,42.8,155.6,736.5,20.0,4.5,No fertilizer needed
Rice,5.83,4.35,121.0,34.5,169.4,855.9,20.4,4.84,No fertilizer needed
Corn,6.6,3.02,80.4,34.0,190.6,729.1,21.6,6.41,Need N fertilizer
Wheat,6.08,3.45,100.7,19.8,223.1,737.4,19.7,4.3,Need P fertilizer
Soybeans,6.59,3.96,82.5,32.3,182.6,477.0,18.7,3.09,No fertilizer needed
Soybeans,6.86,4.71,61.5,38.1,226.6,602.1,18.7,3.21,No fertilizer needed
Corn,6.88,2.85,122.1,43.0,159.1,715.3,19.4,6.63,No fertilizer needed
Corn,5.8,3.34,99.7,35.4,160.9,576.0,19.9,6.36,No fertilizer needed
Soybeans,6.88,4.36,60.6,38.1,195.6,546.9,25.9,3.31,No fertilizer needed
Wheat,6.94,4.92,100.0,41.9,182.1,579.2,18.4,4.38,No fertilizer needed
Wheat,6.31,2.98,112.4,37.8,178.6,654.6,19.1,4.28,No fertilizer needed
Wheat,6.64,4.1,102.4,38.2,244.8,715.6,19.3,4.44,No fertilizer needed
Rice,6.31,3.48,111.4,55.4,184.9,814.3,27.4,4.72,No fertilizer needed
Wheat,6.17,3.19,103.5,32.3,124.8,645.1,15.6,4.54,Need K fertilizer
Wheat,7.89,3.61,95.1,23.9,199.8,779.1,19.6,4.45,No fertilizer needed
Soybeans,6.16,4.92,81.3,32.2,180.2,562.0,22.3,3.11,No fertilizer needed
Wheat,6.12,3.29,74.5,38.0,234.5,635.2,17.3,4.61,No fertilizer needed
Corn,6.35,3.06,108.0,27.4,169.0,712.5,23.2,6.64,No fertilizer needed
Soybeans,5.96,4.63,57.1,39.5,177.3,602.7,23.9,3.17,No fertilizer needed
Wheat,5.99,3.29,134.7,50.9,172.8,706.8,20.4,4.41,No fertilizer needed
Rice,6.33,3.64,132.8,22.2,149.2,827.4,25.5,4.91,No fertilizer needed
Wheat,6.58,2.72,102.8,28.0,219.7,620.4,17.2,4.45,No fertilizer needed
Corn,5.71,2.29,120.1,52.4,117.1,653.9,17.8,6.42,No fertilizer needed
Soybeans,7.85,4.69,69.3,49.9,200.0,596.6,21.1,3.27,No fertilizer needed
Soybeans,7.27,4.64,74.1,40.0,171.5,704.0,21.9,3.03,No fertilizer needed
Wheat,6.25,3.09,100.7,32.1,220.7,569.4,20.1,4.3,No fertilizer needed
Wheat,6.25,2.55,109.4,39.7,148.6,491.8,17.8,4.34,No fertilizer needed
Corn,5.67,2.77,153.4,38.7,147.3,692.5,24.5,6.35,No fertilizer needed
Corn,6.55,2.39,112.2,57.4,172.3,631.3,24.1,6.53,No fertilizer needed
Corn,6.34,3.04,124.7,39.3,197.5,702.5,23.8,6.63,No fertilizer needed
Soybeans,6.78,3.62,69.5,49.2,169.9,534.4,23.0,3.19,No fertilizer needed
Rice,5.16,3.24,104.6,52.0,125.6,1030.5,25.1,4.58,No fertilizer needed
Wheat,6.53,2.19,118.5,24.6,151.0,611.0,15.4,4.44,No fertilizer needed
Corn,6.53,2.48,89.5,49.2,170.6,704.6,28.3,6.51,Need N fertilizer
Corn,6.46,2.84,127.6,31.8,197.4,622.0,23.2,6.45,No fertilizer needed
Wheat,5.66,2.95,86.2,33.9,196.7,584.1,21.0,4.57,No fertilizer needed
Rice,5.72,3.68,121.3,33.1,182.2,925.1,24.9,4.93,No fertilizer needed
Rice,5.89,5.26,116.2,20.2,142.9,1025.7,22.1,5.01,No fertilizer needed
Rice,5.91,3.43,127.9,25.5,113.3,890.5,24.4,4.71,No fertilizer needed
Soybeans,6.04,3.95,120.8,37.8,157.0,603.7,20.1,3.09,No fertilizer needed
Rice,5.77,3.12,92.5,19.2,134.3,869.5,22.5,4.86,No fertilizer needed
Rice,6.21,3.59,123.5,30.4,188.0,839.4,22.6,4.92,No fertilizer needed
Rice,6.18,4.11,87.2,22.6,281.5,937.6,20.0,4.77,No fertilizer needed
Soybeans,7.41,3.85,97.8,40.1,201.3,770.1,21.8,3.22,No fertilizer needed
Wheat,7.15,2.4,106.7,42.2,184.8,577.6,18.0,4.37,No fertilizer needed
Soybeans,5.63,5.1,77.9,60.7,128.0,493.9,18.5,3.16,No fertilizer needed
Rice,5.71,4.62,170.6,36.2,223.1,989.7,25.0,4.74,No fertilizer needed
Corn,6.85,2.78,127.6,56.1,185.9,751.8,23.0,6.64,No fertilizer needed
Corn,5.57,1.51,131.6,43.4,180.3,626.0,20.5,6.3,No fertilizer needed
Wheat,5.98,3.63,92.1,44.4,196.3,548.6,16.0,4.33,No fertilizer needed
Wheat,6.42,3.07,125.7,32.3,138.8,625.5,20.1,4.56,No fertilizer needed
Soybeans,7.35,4.76,91.4,30.0,154.5,661.6,21.6,2.97,Need P fertilizer
Corn,6.41,2.49,99.1,34.1,197.2,727.3,22.8,6.73,No fertilizer needed
Wheat,7.84,2.85,112.3,46.1,208.2,561.3,19.5,4.56,No fertilizer needed
Rice,6.35,4.35,140.5,6.8,232.5,923.6,25.2,4.7,Need P fertilizer
Rice,5.21,3.49,80.9,34.9,124.8,1003.3,24.5,4.86,Need N fertilizer
Soybeans,6.24,5.39,43.9,65.4,192.0,577.5,23.6,3.0,Need N fertilizer
Corn,6.07,2.5,153.5,29.9,119.7,735.7,21.2,6.64,No fertilizer needed
Wheat,6.1,4.22,138.8,41.6,233.2,526.4,18.9,4.55,No fertilizer needed
Corn,5.96,3.26,92.0,29.2,227.7,583.6,21.4,6.21,No fertilizer needed
Soybeans,6.98,3.98,26.4,42.7,174.6,692.6,19.4,3.18,Need N fertilizer
Corn,6.44,2.52,104.7,33.2,208.9,742.1,25.8,6.48,No fertilizer needed
Rice,6.13,4.8,105.8,37.7,132.9,883.2,23.5,4.76,No fertilizer needed
Rice,5.38,3.77,116.3,16.0,150.6,771.8,21.5,4.87,Need P fertilizer
Wheat,6.61,4.66,110.4,21.2,194.5,525.8,19.0,4.36,Need P fertilizer
Rice,6.49,4.04,134.0,37.6,172.7,861.1,22.0,5.01,No fertilizer needed
Soybeans,6.1,4.26,50.0,48.0,245.5,653.4,21.2,3.04,No fertilizer needed
Soybeans,6.88,3.85,90.9,23.8,184.1,622.7,20.8,3.17,Need P fertilizer
Soybeans,6.06,3.68,74.2,47.5,198.7,432.2,20.0,3.32,No fertilizer needed
Rice,5.25,3.3,82.1,29.5,213.0,876.1,24.1,4.97,No fertilizer needed
Wheat,5.8,3.88,103.2,24.0,236.0,750.8,17.6,4.34,No fertilizer needed
Corn,6.46,2.47,117.8,30.6,152.9,697.2,20.8,6.59,No fertilizer needed
Soybeans,6.78,4.47,47.3,37.7,217.5,615.2,22.8,3.04,No fertilizer needed
Rice,6.71,3.59,134.8,37.9,202.1,934.9,24.2,4.73,No fertilizer needed
Wheat,7.04,2.73,111.6,35.9,196.1,725.0,21.6,4.49,No fertilizer needed
Rice,5.81,3.73,105.5,18.1,150.8,886.9,25.6,5.04,No fertilizer needed
Soybeans,6.13,3.57,101.5,24.1,252.8,484.8,20.0,3.1,Need P fertilizer
Corn,7.06,3.55,110.9,38.0,184.3,565.8,22.2,6.24,No fertilizer needed
Soybeans,6.89,4.81,74.1,41.3,194.2,628.4,21.2,3.12,No fertilizer needed
Wheat,7.0,3.1,139.8,44.1,262.7,676.4,23.2,4.2,No fertilizer needed
Rice,5.7,4.52,120.5,23.3,228.3,813.4,25.9,4.81,No fertilizer needed
Rice,5.39,2.72,137.4,29.3,198.5,780.1,28.4,4.9,No fertilizer needed
Soybeans,6.33,3.22,75.7,50.4,170.7,547.2,21.4,3.01,No fertilizer needed
Wheat,6.54,4.32,104.5,49.0,180.4,725.3,16.5,4.22,No fertilizer needed
Rice,5.71,3.24,82.5,37.7,106.8,929.5,26.0,4.82,Need K fertilizer
Corn,6.07,3.15,149.0,56.5,139.8,696.9,25.1,6.4,No fertilizer needed
Rice,5.16,3.46,90.7,38.1,235.0,785.4,24.3,4.73,No fertilizer needed
Wheat,6.54,1.79,117.3,26.8,191.4,642.2,19.1,4.14,No fertilizer needed
Rice,6.53,4.93,133.3,22.9,112.5,866.1,28.5,4.79,No fertilizer needed
Soybeans,6.95,4.58,60.2,52.2,195.2,614.7,18.7,3.26,No fertilizer needed
Corn,6.6,2.67,201.2,21.5,229.6,661.7,19.5,5.69,Need P fertilizer
Rice,6.61,4.37,90.9,30.8,202.1,922.6,25.3,4.93,No fertilizer needed
Wheat,6.37,2.94,96.4,52.8,175.2,756.5,20.1,4.38,No fertilizer needed
Corn,6.36,3.19,104.0,28.8,203.1,671.7,23.1,6.39,No fertilizer needed
Wheat,6.55,3.96,64.7,12.3,233.2,681.2,18.6,4.18,Need N-P complex fertilizer
Corn,6.07,2.87,162.6,40.6,214.9,723.5,21.7,6.43,No fertilizer needed
Wheat,6.16,2.94,72.0,21.6,98.0,679.6,16.3,4.11,Need K-P complex fertilizer
Soybeans,7.17,3.74,82.0,52.9,181.3,596.8,21.4,3.24,No fertilizer needed
Soybeans,6.84,5.0,93.1,51.8,224.7,693.4,16.0,3.18,No fertilizer needed
Corn,5.91,2.48,110.1,23.9,277.6,750.9,22.5,6.15,Need P fertilizer
Soybeans,5.85,3.5,39.0,40.4,211.8,652.5,21.7,2.99,Need N fertilizer
Wheat,6.92,3.73,93.3,37.7,197.9,628.7,18.8,4.41,No fertilizer needed
Rice,5.67,3.92,69.2,32.6,185.3,917.0,23.6,5.04,Need N fertilizer
Wheat,5.94,2.29,100.9,39.4,175.7,680.1,20.6,4.22,No fertilizer needed
Corn,6.5,2.53,128.5,38.4,150.1,636.3,22.4,6.66,No fertilizer needed
Soybeans,6.07,4.04,17.9,40.6,247.5,455.7,20.2,2.94,Need N fertilizer
Rice,6.19,3.54,97.4,27.7,200.6,852.7,24.4,5.25,No fertilizer needed
Soybeans,7.05,3.17,109.2,43.6,137.9,675.4,21.1,3.14,No fertilizer needed
Wheat,6.49,3.22,142.8,32.2,181.0,674.8,19.6,4.53,No fertilizer needed
Corn,6.08,2.01,116.2,37.2,154.4,739.4,20.9,6.78,No fertilizer needed
Wheat,6.79,2.61,128.9,48.4,181.8,660.5,18.7,4.59,No fertilizer needed
Rice,6.55,3.93,74.6,45.0,145.5,894.2,26.3,4.75,Need N fertilizer
Wheat,6.94,2.34,117.8,29.0,129.5,504.0,21.6,4.21,Need K fertilizer
Soybeans,6.5,4.04,69.5,49.5,207.8,516.2,23.3,3.05,No fertilizer needed
Soybeans,7.01,3.17,61.4,45.8,151.8,582.7,19.7,3.04,No fertilizer needed
Corn,6.31,1.96,97.9,43.5,179.6,722.4,20.7,6.67,No fertilizer needed
Corn,6.59,3.3,151.0,33.0,226.8,596.8,24.6,6.67,No fertilizer needed
Corn,6.16,2.38,98.5,44.4,171.4,752.0,19.3,6.23,No fertilizer needed
Wheat,6.97,3.91,135.0,30.7,242.0,643.6,16.6,4.63,No fertilizer needed
Corn,7.4,2.85,119.7,47.7,260.5,600.9,28.0,5.96,No fertilizer needed
Wheat,6.68,4.25,112.8,40.4,194.8,540.7,18.9,4.31,No fertilizer needed
Soybeans,6.58,4.29,53.8,47.7,165.1,608.8,24.2,3.29,No fertilizer needed
Wheat,6.38,2.96,110.5,23.5,172.6,630.7,20.4,4.68,No fertilizer needed
Corn,6.3,2.87,124.2,40.9,161.0,705.0,19.7,6.45,No fertilizer needed
Rice,6.19,3.82,157.0,37.3,142.3,805.0,25.8,4.79,No fertilizer needed
Corn,6.32,2.89,110.6,40.5,210.8,728.1,24.9,6.55,No fertilizer needed
Wheat,6.07,2.49,104.3,51.8,189.0,580.9,21.4,4.22,No fertilizer needed
Corn,6.83,1.83,128.2,39.1,212.7,743.5,24.7,6.38,No fertilizer needed
Rice,6.05,3.41,130.6,17.1,160.8,833.9,24.6,5.04,Need P fertilizer
Rice,5.71,3.15,117.6,14.3,163.0,993.0,25.2,4.93,Need P fertilizer
Corn,6.6,2.39,119.5,49.4,169.4,697.5,25.1,6.43,No fertilizer needed
Rice,5.9,3.86,98.9,34.6,193.9,913.2,25.2,4.89,No fertilizer needed
Corn,5.69,3.09,120.3,37.1,139.8,719.8,19.9,6.64,No fertilizer needed
Corn,6.92,2.19,93.8,35.6,185.6,841.1,25.2,6.69,No fertilizer needed
Wheat,6.62,3.44,103.6,28.9,211.7,654.6,15.3,4.64,No fertilizer needed
Rice,5.93,2.6,90.4,24.5,141.6,890.0,25.2,4.91,No fertilizer needed
Soybeans,6.12,4.96,93.5,34.7,162.5,428.6,19.0,3.14,No fertilizer needed
Rice,5.85,3.22,89.7,23.4,184.6,851.9,28.3,5.23,No fertilizer needed
Soybeans,6.72,4.5,43.1,46.9,249.3,645.0,22.5,3.23,Need N fertilizer
Corn,7.02,3.47,178.2,24.4,160.7,665.0,23.9,6.12,Need P fertilizer
Wheat,6.32,3.15,108.6,30.2,186.0,451.1,15.6,4.61,No fertilizer needed
Wheat,6.49,2.6,142.8,28.2,211.0,586.4,17.1,4.42,No fertilizer needed
Rice,5.8,4.05,137.4,27.8,188.9,871.3,26.3,4.9,No fertilizer needed
Corn,6.6,2.1,158.6,51.9,121.1,719.3,25.0,6.4,No fertilizer needed
Wheat,6.99,3.43,103.3,44.0,230.0,492.3,18.7,4.3,No fertilizer needed
Corn,6.34,3.04,118.0,30.2,174.6,788.4,23.6,6.8,No fertilizer needed
Corn,5.27,2.6,147.1,38.3,176.4,751.0,20.8,6.62,No fertilizer needed
Corn,6.17,1.49,127.8,39.5,199.7,824.9,23.6,6.07,No fertilizer needed
Wheat,6.63,3.42,113.8,49.4,196.3,661.6,19.3,4.33,No fertilizer needed
Corn,5.93,2.48,153.5,42.1,149.7,706.7,22.1,6.49,No fertilizer needed
Corn,6.56,2.29,102.8,62.7,159.2,837.6,24.9,6.57,No fertilizer needed
Rice,6.45,2.73,174.1,39.2,176.0,859.3,28.3,4.73,No fertilizer needed
Corn,6.48,2.15,95.3,35.5,124.4,675.4,19.1,6.28,No fertilizer needed
Soybeans,6.33,4.73,41.6,77.7,175.1,639.4,24.3,3.06,Need N fertilizer
Wheat,6.09,3.5,107.2,52.7,252.9,693.5,19.4,4.31,No fertilizer needed
Wheat,6.77,2.62,83.8,43.8,211.3,689.6,15.1,4.64,No fertilizer needed
Soybeans,7.02,4.39,65.0,64.0,227.9,566.7,20.6,3.22,No fertilizer needed
Rice,5.77,2.78,96.6,45.8,126.2,837.6,25.6,5.01,No fertilizer needed
Corn,6.54,3.95,142.8,40.7,127.0,707.3,20.8,6.66,No fertilizer needed
Rice,4.97,3.39,95.4,29.9,182.2,876.7,22.5,5.09,No fertilizer needed
Rice,6.24,3.08,77.7,35.4,230.1,804.2,24.8,5.09,Need N fertilizer
Corn,5.29,3.27,174.8,62.9,183.9,727.3,22.2,6.24,No fertilizer needed
Rice,6.51,3.93,106.5,31.4,238.2,848.2,23.3,4.73,No fertilizer needed
Rice,5.75,3.67,100.6,32.7,145.0,947.3,24.2,4.91,No fertilizer needed
Wheat,5.81,3.06,143.6,33.2,114.1,627.0,17.5,4.19,Need K fertilizer
Rice,5.83,3.97,91.9,27.9,186.5,827.1,26.0,4.98,No fertilizer needed
Wheat,5.76,2.59,65.2,46.2,222.1,571.5,18.5,4.45,Need N fertilizer
Wheat,5.79,3.53,66.3,46.5,235.6,649.0,19.8,4.42,Need N fertilizer
Corn,5.46,3.9,150.8,37.2,152.2,505.4,22.4,6.14,No fertilizer needed
Rice,5.52,2.38,104.1,33.8,128.6,863.0,27.2,4.79,No fertilizer needed
Soybeans,5.85,4.28,78.4,48.8,219.7,539.0,21.3,3.16,No fertilizer needed
Rice,6.15,3.26,126.7,28.0,191.5,814.5,27.2,4.81,No fertilizer needed
Wheat,6.81,2.96,96.0,37.2,207.8,797.2,19.0,4.52,No fertilizer needed
Soybeans,6.65,4.09,62.9,54.2,154.9,432.0,23.3,3.04,No fertilizer needed
Wheat,6.19,3.79,80.2,29.8,189.8,507.2,17.2,4.55,No fertilizer needed
Rice,5.62,2.9,100.0,57.0,115.9,955.4,28.6,4.82,No fertilizer needed
Rice,5.86,4.46,123.7,34.8,158.4,909.4,22.7,5.03,No fertilizer needed
Rice,5.83,3.99,120.4,27.6,152.3,872.2,25.4,4.95,No fertilizer needed
Corn,6.64,2.87,126.4,41.7,141.9,734.8,21.6,6.7,No fertilizer needed
Corn,6.74,3.46,104.9,28.5,177.2,621.2,20.0,6.29,No fertilizer needed
Corn,7.29,2.4,119.2,18.3,228.3,581.6,24.8,5.9,Need P fertilizer
Rice,6.68,2.8,108.6,22.9,249.5,865.7,28.0,4.99,No fertilizer needed
Soybeans,6.23,4.73,62.3,48.8,196.4,438.1,26.4,3.05,No fertilizer needed
Soybeans,5.84,5.25,78.5,50.6,182.0,441.0,21.0,3.19,No fertilizer needed
Rice,5.99,3.72,103.2,33.3,165.6,982.3,24.8,5.01,No fertilizer needed
Rice,6.62,4.25,106.7,39.2,162.6,1097.1,24.4,4.84,No fertilizer needed
Wheat,7.34,4.07,80.9,22.2,191.9,577.9,21.6,4.59,Need P fertilizer
Rice,6.65,4.08,68.4,31.6,185.4,959.8,24.2,4.7,Need N fertilizer
Rice,5.89,3.76,98.3,16.2,141.7,1008.8,27.0,5.0,Need P fertilizer
Wheat,7.48,2.91,103.0,21.2,208.6,649.5,22.2,4.41,Need P fertilizer
Corn,6.88,3.56,152.0,35.5,207.9,756.2,23.5,6.57,No fertilizer needed
Wheat,6.5,3.84,67.7,39.1,215.0,589.9,18.0,4.28,Need N fertilizer
Soybeans,6.26,3.74,92.1,41.4,152.5,630.6,23.7,3.22,No fertilizer needed
Soybeans,6.54,4.23,68.6,71.0,151.1,509.0,20.2,3.02,No fertilizer needed
Rice,5.67,3.21,93.8,24.6,142.8,891.3,24.8,4.79,No fertilizer needed
Corn,6.4,2.79,108.1,25.8,175.8,683.0,19.0,6.5,Need P fertilizer
Wheat,6.78,2.89,136.6,41.8,294.3,855.1,20.5,4.12,No fertilizer needed
Rice,5.59,3.3,109.4,16.0,206.9,821.0,25.3,4.72,Need P fertilizer
Corn,7.19,2.56,137.9,25.4,164.5,666.9,18.8,6.32,Need P fertilizer
Wheat,7.43,2.82,135.5,35.1,156.7,449.2,17.7,4.47,No fertilizer needed
Soybeans,7.09,5.04,56.9,27.4,200.6,572.4,19.1,2.98,Need P fertilizer
Rice,6.15,4.25,100.4,40.4,158.0,990.6,23.2,4.83,No fertilizer needed
Corn,6.58,3.18,137.1,27.8,205.2,761.6,20.3,6.43,No fertilizer needed
Wheat,7.31,3.02,74.3,39.8,249.4,614.1,18.7,4.22,No fertilizer needed
Soybeans,6.61,5.38,65.5,57.8,134.0,590.1,21.4,3.24,No fertilizer needed
Corn,6.92,1.96,134.4,41.8,267.9,685.7,20.7,6.06,No fertilizer needed
Wheat,6.44,3.84,53.5,41.6,221.6,458.2,18.4,4.36,Need N fertilizer
Corn,6.17,2.78,120.9,39.0,143.7,678.4,21.5,6.55,No fertilizer needed
Soybeans,6.24,4.43,49.3,54.0,211.2,475.2,23.1,3.04,No fertilizer needed
Corn,6.13,2.2,124.8,43.0,173.1,858.0,22.4,6.51,No fertilizer needed
Corn,5.7,2.36,161.8,51.2,133.0,696.0,21.1,6.1,No fertilizer needed
Rice,5.72,4.14,86.5,25.5,247.5,772.7,22.7,5.07,No fertilizer needed
Rice,5.89,4.18,119.4,25.5,152.5,932.6,22.5,4.89,No fertilizer needed
Rice,6.5,4.27,136.9,31.9,160.7,933.9,25.6,5.11,No fertilizer needed
Wheat,6.4,4.27,98.1,45.4,159.7,628.3,22.5,4.33,No fertilizer needed
Wheat,6.73,3.21,65.3,45.9,191.4,696.4,20.9,4.31,Need N fertilizer
Corn,6.34,2.25,131.5,36.8,182.8,653.8,23.5,6.51,No fertilizer needed
Wheat,6.73,2.9,117.7,24.4,234.8,712.9,17.4,4.29,No fertilizer needed
Rice,5.18,2.15,122.6,33.0,141.8,966.7,25.2,4.91,No fertilizer needed
Wheat,6.94,2.88,98.1,27.0,174.7,622.4,16.9,4.71,No fertilizer needed
Soybeans,6.89,4.01,59.6,48.8,130.1,519.2,17.6,3.18,No fertilizer needed
Corn,7.19,2.5,140.5,53.0,150.3,666.5,22.3,6.47,No fertilizer needed
Wheat,6.05,3.67,132.7,42.7,208.6,808.6,16.2,4.42,No fertilizer needed
Soybeans,7.06,4.65,37.5,25.9,199.8,533.3,20.6,2.99,Need N-P complex fertilizer
Wheat,6.06,3.19,125.3,59.8,225.5,690.2,19.5,4.39,No fertilizer needed
Corn,6.9,2.11,167.6,40.7,182.9,546.7,19.6,6.21,No fertilizer needed
Rice,6.32,3.24,124.1,41.8,160.8,787.3,25.6,5.03,No fertilizer needed
Wheat,5.87,2.71,136.9,16.9,136.3,522.9,17.7,4.04,Need P fertilizer
Corn,5.89,3.22,116.2,54.9,96.1,686.9,26.9,6.34,Need K fertilizer
Soybeans,6.66,4.49,80.3,34.7,289.0,642.9,24.4,3.03,No fertilizer needed
Corn,6.03,2.01,111.7,44.9,224.3,757.3,23.5,6.71,No fertilizer needed
Soybeans,7.2,4.87,84.0,53.5,175.6,683.6,22.4,3.19,No fertilizer needed
Wheat,5.81,3.79,83.1,37.7,226.2,737.6,20.5,4.29,No fertilizer needed
Corn,6.8,3.43,114.3,23.5,146.0,705.8,23.1,5.99,Need P fertilizer
Soybeans,6.34,3.87,74.5,37.8,123.8,503.7,23.4,3.28,Need K fertilizer
Rice,6.32,3.9,93.3,30.0,190.7,894.7,27.0,5.1,No fertilizer needed
Rice,6.47,5.26,115.9,8.9,149.9,753.4,26.8,4.51,Need P fertilizer
Wheat,5.9,3.41,111.1,41.7,202.3,682.0,17.2,4.62,No fertilizer needed
Wheat,6.39,3.72,119.6,40.0,246.6,638.0,17.2,4.5,No fertilizer needed
Rice,5.83,4.23,135.2,16.5,125.7,933.9,25.0,5.04,Need P fertilizer
Corn,5.5,1.92,114.6,20.7,208.9,806.6,20.5,6.35,Need P fertilizer
Rice,6.71,2.97,98.2,14.0,192.8,762.7,25.7,4.87,Need P fertilizer
Wheat,6.62,3.32,134.2,38.3,190.4,575.3,19.0,4.61,No fertilizer needed
Wheat,6.2,2.88,107.2,23.1,245.4,665.1,16.3,4.54,No fertilizer needed
Corn,6.42,1.58,138.0,59.2,190.9,767.2,22.6,5.97,No fertilizer needed
Wheat,6.01,3.39,139.5,37.0,257.0,625.0,17.1,4.28,No fertilizer needed
Wheat,6.18,2.47,83.3,22.3,195.4,745.1,20.8,4.48,Need P fertilizer
Wheat,5.88,4.4,90.9,31.3,216.9,762.9,20.2,4.22,No fertilizer needed
Wheat,6.66,3.58,125.2,48.3,244.9,484.2,19.4,4.45,No fertilizer needed
Rice,6.55,2.25,115.4,30.7,193.4,897.7,24.9,4.74,No fertilizer needed
Soybeans,7.83,4.5,56.2,37.1,201.9,625.3,23.0,3.14,No fertilizer needed
Soybeans,6.1,4.61,97.7,19.7,236.2,543.2,24.8,2.91,Need P fertilizer
Wheat,6.74,3.37,91.2,24.0,158.7,555.1,21.5,4.61,No fertilizer needed
Rice,6.17,3.14,132.1,29.7,119.1,950.9,21.7,4.73,No fertilizer needed
Soybeans,6.44,4.72,99.4,36.6,190.0,579.6,20.3,3.09,No fertilizer needed
Corn,6.03,2.91,94.9,47.3,233.9,753.6,22.5,6.26,No fertilizer needed
Corn,6.47,3.55,115.7,27.4,204.8,651.1,22.4,6.54,No fertilizer needed
Corn,6.44,2.42,114.5,29.7,134.5,620.4,17.8,6.43,No fertilizer needed
Corn,6.25,2.54,132.7,38.7,176.6,687.2,25.1,6.38,No fertilizer needed
Corn,6.99,2.68,107.2,61.7,186.1,793.0,24.0,6.29,No fertilizer needed
Rice,6.4,3.28,125.2,35.0,190.9,906.8,24.4,5.25,No fertilizer needed
Rice,6.14,3.24,107.5,42.0,128.0,909.9,27.4,4.86,No fertilizer needed
Rice,6.51,3.5,135.3,20.8,113.3,896.4,21.4,4.94,No fertilizer needed
Rice,5.73,3.2,164.3,38.9,226.4,956.8,22.6,4.71,No fertilizer needed
Soybeans,6.54,4.46,89.6,43.8,160.6,552.3,22.3,3.14,No fertilizer needed
Wheat,6.9,2.6,116.2,35.8,171.1,798.3,14.2,4.33,No fertilizer needed
Wheat,6.09,4.21,110.3,25.8,226.5,551.5,17.0,4.62,No fertilizer needed
Soybeans,6.57,4.63,79.9,34.5,221.2,566.1,22.9,3.09,No fertilizer needed
Rice,6.53,4.28,100.2,26.2,169.7,824.4,26.3,4.92,No fertilizer needed
Rice,5.77,3.16,165.0,42.4,188.2,727.5,24.8,4.57,No fertilizer needed
Rice,6.29,3.29,78.8,27.6,130.6,843.1,23.7,5.12,Need N fertilizer
Soybeans,6.63,4.16,29.3,56.2,197.5,670.8,21.1,2.98,Need N fertilizer
Wheat,5.4,3.25,81.4,22.1,180.8,598.1,18.4,4.15,Need P fertilizer
Wheat,7.05,2.05,101.9,39.9,147.8,592.9,21.0,4.24,No fertilizer needed
Corn,6.15,3.1,110.5,70.8,160.6,737.9,19.3,6.29,No fertilizer needed
Wheat,6.12,3.77,111.9,15.2,205.8,607.9,15.6,4.22,Need P fertilizer
Rice,6.23,3.53,119.2,40.8,182.8,837.1,27.3,5.0,No fertilizer needed
Corn,6.51,2.27,138.1,37.7,246.9,755.7,22.8,6.45,No fertilizer needed
Corn,6.05,2.66,85.3,33.0,148.0,592.5,22.9,6.66,Need N fertilizer
Wheat,6.3,3.31,111.1,14.2,213.5,702.9,21.1,4.41,Need P fertilizer
Rice,5.9,4.47,85.1,14.0,172.3,970.0,24.3,4.8,Need P fertilizer
Corn,5.97,3.26,102.8,58.1,252.6,834.1,21.5,6.32,No fertilizer needed
Rice,5.03,3.69,122.3,40.1,150.0,887.1,24.4,5.07,No fertilizer needed
Rice,5.55,3.55,128.5,20.7,223.2,751.7,28.0,5.05,No fertilizer needed
Wheat,6.74,1.77,102.9,38.2,200.5,472.9,17.8,4.35,No fertilizer needed
